creator,editor,puzzle_id,publication_date
Joel Fagliano,,11864,2016-07-19
Joel Fagliano,,11865,2016-07-20
Joel Fagliano,,11866,2016-07-21
Joel Fagliano,,11887,2016-07-22
Joel Fagliano,,11889,2016-07-23
Joel Fagliano,,11888,2016-07-24
Joel Fagliano,,11901,2016-07-25
Joel Fagliano,,11899,2016-07-26
Joel Fagliano,,11900,2016-07-27
Joel Fagliano,,11910,2016-07-28
Joel Fagliano,,11927,2016-07-29
Joel Fagliano,,11928,2016-07-30
Joel Fagliano,,11949,2016-07-31
Joel Fagliano,,11954,2016-08-01
Joel Fagliano,,11950,2016-08-02
Joel Fagliano,,11953,2016-08-03
Joel Fagliano,,11951,2016-08-04
Joel Fagliano,,11952,2016-08-05
Joel Fagliano,,12007,2016-08-06
Joel Fagliano,,12003,2016-08-07
Joel Fagliano,,12005,2016-08-08
Joel Fagliano,,12006,2016-08-09
Joel Fagliano,,12009,2016-08-10
Joel Fagliano,,12012,2016-08-11
Joel Fagliano,,12008,2016-08-12
Joel Fagliano,,12020,2016-08-13
Joel Fagliano,,12013,2016-08-14
Joel Fagliano,,12018,2016-08-15
Joel Fagliano,,12015,2016-08-16
Joel Fagliano,,12016,2016-08-17
Joel Fagliano,,12017,2016-08-18
Joel Fagliano,,12019,2016-08-19
Joel Fagliano,,12030,2016-08-20
Joel Fagliano,,12029,2016-08-21
Joel Fagliano,,12087,2016-08-22
Joel Fagliano,,12088,2016-08-23
Joel Fagliano,,12089,2016-08-24
Joel Fagliano,,12090,2016-08-25
Joel Fagliano,,12091,2016-08-26
Joel Fagliano,,12101,2016-08-27
Joel Fagliano,,12104,2016-08-28
Joel Fagliano,,12103,2016-08-29
Joel Fagliano,,12102,2016-08-30
Joel Fagliano,,12105,2016-08-31
Joel Fagliano,,12137,2016-09-01
Joel Fagliano,,12138,2016-09-02
Joel Fagliano,,12147,2016-09-03
Joel Fagliano,,12148,2016-09-04
Joel Fagliano,,12150,2016-09-05
Joel Fagliano,,12149,2016-09-06
Joel Fagliano,,12151,2016-09-07
Joel Fagliano,,12152,2016-09-08
Joel Fagliano,,12158,2016-09-09
Joel Fagliano,,12157,2016-09-10
Joel Fagliano,,12156,2016-09-11
Joel Fagliano,,12160,2016-09-12
Joel Fagliano,,12159,2016-09-13
Joel Fagliano,,12198,2016-09-14
Joel Fagliano,,12199,2016-09-15
Joel Fagliano,,12200,2016-09-16
Joel Fagliano,,12202,2016-09-17
Joel Fagliano,,12201,2016-09-18
Joel Fagliano,,12215,2016-09-19
Joel Fagliano,,12217,2016-09-20
Joel Fagliano,,12216,2016-09-21
Joel Fagliano,,12219,2016-09-22
Joel Fagliano,,12220,2016-09-23
Joel Fagliano,,12241,2016-09-24
Joel Fagliano,,12242,2016-09-25
Joel Fagliano,,12243,2016-09-26
Joel Fagliano,,12264,2016-09-27
Joel Fagliano,,12265,2016-09-28
Joel Fagliano,,12266,2016-09-29
Joel Fagliano,,12267,2016-09-30
Joel Fagliano,,12286,2016-10-01
Joel Fagliano,,12287,2016-10-02
Joel Fagliano,,12285,2016-10-03
Joel Fagliano,,12312,2016-10-04
Joel Fagliano,,12313,2016-10-05
Joel Fagliano,,12314,2016-10-06
Joel Fagliano,,12315,2016-10-07
Joel Fagliano,,12329,2016-10-08
Joel Fagliano,,12328,2016-10-09
Joel Fagliano,,12327,2016-10-10
Joel Fagliano,,12336,2016-10-11
Joel Fagliano,,12337,2016-10-12
Joel Fagliano,,12338,2016-10-13
Joel Fagliano,,12359,2016-10-14
Joel Fagliano,,12360,2016-10-15
Joel Fagliano,,12361,2016-10-16
Joel Fagliano,,12372,2016-10-17
Joel Fagliano,,12373,2016-10-18
Joel Fagliano,,12374,2016-10-19
Joel Fagliano,,12386,2016-10-20
Joel Fagliano,,12385,2016-10-21
Joel Fagliano,,12419,2016-10-22
Joel Fagliano,,12425,2016-10-23
Joel Fagliano,,12420,2016-10-24
Joel Fagliano,,12424,2016-10-25
Joel Fagliano,,12423,2016-10-26
Joel Fagliano,,12422,2016-10-27
Joel Fagliano,,12421,2016-10-28
Joel Fagliano,,12446,2016-10-29
Joel Fagliano,,12447,2016-10-30
Joel Fagliano,,12448,2016-10-31
Joel Fagliano,,12449,2016-11-01
Joel Fagliano,,12452,2016-11-02
Joel Fagliano,,12455,2016-11-03
Joel Fagliano,,12460,2016-11-04
Joel Fagliano,,12458,2016-11-05
Joel Fagliano,,12459,2016-11-06
Joel Fagliano,,12470,2016-11-07
Joel Fagliano,,12472,2016-11-08
Joel Fagliano,,12471,2016-11-09
Joel Fagliano,,12473,2016-11-10
Joel Fagliano,,12477,2016-11-11
Joel Fagliano,,12478,2016-11-12
Joel Fagliano,,12479,2016-11-13
Joel Fagliano,,12487,2016-11-14
Joel Fagliano,,12488,2016-11-15
Joel Fagliano,,12489,2016-11-16
Joel Fagliano,,12490,2016-11-17
Joel Fagliano,,12492,2016-11-18
Joel Fagliano,,12503,2016-11-19
Joel Fagliano,,12504,2016-11-20
Joel Fagliano,,12505,2016-11-21
Joel Fagliano,,12557,2016-11-22
Joel Fagliano,,12558,2016-11-23
Joel Fagliano,,12556,2016-11-24
Joel Fagliano,,12559,2016-11-25
Joel Fagliano,,12562,2016-11-26
Joel Fagliano,,12563,2016-11-27
Joel Fagliano,,12571,2016-11-28
Joel Fagliano,,12575,2016-11-29
Joel Fagliano,,12576,2016-11-30
Joel Fagliano,,12577,2016-12-01
Joel Fagliano,,12578,2016-12-02
Joel Fagliano,,12579,2016-12-03
Joel Fagliano,,12580,2016-12-04
Joel Fagliano,,12590,2016-12-05
Joel Fagliano,,12589,2016-12-06
Joel Fagliano,,12591,2016-12-07
Joel Fagliano,,12592,2016-12-08
Joel Fagliano,,12593,2016-12-09
Joel Fagliano,,12598,2016-12-10
Joel Fagliano,,12597,2016-12-11
Joel Fagliano,,12596,2016-12-12
Joel Fagliano,,12595,2016-12-13
Joel Fagliano,,12684,2016-12-14
Joel Fagliano,,12686,2016-12-15
Joel Fagliano,,12685,2016-12-16
Joel Fagliano,,12687,2016-12-17
Joel Fagliano,,12688,2016-12-18
Joel Fagliano,,12720,2016-12-19
Joel Fagliano,,12718,2016-12-20
Joel Fagliano,,12717,2016-12-21
Joel Fagliano,,12719,2016-12-22
Joel Fagliano,,12732,2016-12-23
Joel Fagliano,,12731,2016-12-24
Joel Fagliano,,12753,2016-12-25
Joel Fagliano,,12754,2016-12-26
Joel Fagliano,,12755,2016-12-27
Joel Fagliano,,12756,2016-12-28
Joel Fagliano,,12757,2016-12-29
Joel Fagliano,,12758,2016-12-30
Joel Fagliano,,12759,2016-12-31
Joel Fagliano,,12762,2017-01-01
Joel Fagliano,,12763,2017-01-02
Joel Fagliano,,12764,2017-01-03
Joel Fagliano,,12765,2017-01-04
Joel Fagliano,,12775,2017-01-05
Joel Fagliano,,12776,2017-01-06
Joel Fagliano,,12785,2017-01-07
Joel Fagliano,,12784,2017-01-08
Joel Fagliano,,12787,2017-01-09
Joel Fagliano,,12788,2017-01-10
Joel Fagliano,,12792,2017-01-11
Joel Fagliano,,12793,2017-01-12
Joel Fagliano,,12801,2017-01-13
Joel Fagliano,,12802,2017-01-14
Joel Fagliano,,12804,2017-01-15
Joel Fagliano,,12805,2017-01-16
Joel Fagliano,,12806,2017-01-17
Joel Fagliano,,12807,2017-01-18
Joel Fagliano,,12809,2017-01-19
Joel Fagliano,,12812,2017-01-20
Joel Fagliano,,12822,2017-01-21
Joel Fagliano,,12823,2017-01-22
Joel Fagliano,,12813,2017-01-23
Joel Fagliano,,12824,2017-01-24
Joel Fagliano,,12825,2017-01-25
Joel Fagliano,,12827,2017-01-26
Joel Fagliano,,12829,2017-01-27
Joel Fagliano,,12828,2017-01-28
Joel Fagliano,,12837,2017-01-29
Joel Fagliano,,12839,2017-01-30
Joel Fagliano,,12840,2017-01-31
Joel Fagliano,,12841,2017-02-01
Joel Fagliano,,12844,2017-02-02
Joel Fagliano,,12845,2017-02-03
Joel Fagliano,,12853,2017-02-04
Joel Fagliano,,12877,2017-02-05
Joel Fagliano,,12878,2017-02-06
Joel Fagliano,,12881,2017-02-07
Joel Fagliano,,12882,2017-02-08
Joel Fagliano,,12890,2017-02-09
Joel Fagliano,,12893,2017-02-10
Joel Fagliano,,12912,2017-02-11
Joel Fagliano,,12913,2017-02-12
Joel Fagliano,,12936,2017-02-13
Joel Fagliano,,12937,2017-02-14
Joel Fagliano,,12938,2017-02-15
Joel Fagliano,,12939,2017-02-16
Joel Fagliano,,12940,2017-02-17
Joel Fagliano,,12942,2017-02-18
Joel Fagliano,,12944,2017-02-19
Joel Fagliano,,12945,2017-02-20
Joel Fagliano,,12946,2017-02-21
Joel Fagliano,,12958,2017-02-22
Joel Fagliano,,12957,2017-02-23
Joel Fagliano,,12956,2017-02-24
Joel Fagliano,,12961,2017-02-25
Joel Fagliano,,12962,2017-02-26
Joel Fagliano,,12974,2017-02-27
Joel Fagliano,,12970,2017-02-28
Joel Fagliano,,12971,2017-03-01
Joel Fagliano,,12973,2017-03-02
Joel Fagliano,,12975,2017-03-03
Joel Fagliano,,12979,2017-03-04
Joel Fagliano,,12980,2017-03-05
Joel Fagliano,,12977,2017-03-06
Joel Fagliano,,12976,2017-03-07
Joel Fagliano,,13008,2017-03-08
Joel Fagliano,,13009,2017-03-09
Joel Fagliano,,13010,2017-03-10
Joel Fagliano,,13013,2017-03-11
Joel Fagliano,,13012,2017-03-12
Joel Fagliano,,13014,2017-03-13
Joel Fagliano,,13025,2017-03-14
Joel Fagliano,,13027,2017-03-15
Joel Fagliano,,13029,2017-03-16
Joel Fagliano,,13063,2017-03-17
Joel Fagliano,,13065,2017-03-18
Joel Fagliano,,13064,2017-03-19
Joel Fagliano,,13082,2017-03-20
Joel Fagliano,,13087,2017-03-21
Joel Fagliano,,13088,2017-03-22
Joel Fagliano,,13090,2017-03-23
Joel Fagliano,,13091,2017-03-24
Joel Fagliano,,13092,2017-03-25
Joel Fagliano,,13093,2017-03-26
Joel Fagliano,,13094,2017-03-27
Joel Fagliano,,13095,2017-03-28
Joel Fagliano,,13096,2017-03-29
Joel Fagliano,,13098,2017-03-30
Joel Fagliano,,13099,2017-03-31
Joel Fagliano,,13100,2017-04-01
Joel Fagliano,,13101,2017-04-02
Joel Fagliano,,13102,2017-04-03
Joel Fagliano,,13117,2017-04-04
Joel Fagliano,,13120,2017-04-05
Joel Fagliano,,13121,2017-04-06
Joel Fagliano,,13123,2017-04-07
Joel Fagliano,,13131,2017-04-08
Joel Fagliano,,13132,2017-04-09
Joel Fagliano,,13133,2017-04-10
Joel Fagliano,,13141,2017-04-11
Joel Fagliano,,13142,2017-04-12
Joel Fagliano,,13143,2017-04-13
Joel Fagliano,,13164,2017-04-14
Joel Fagliano,,13165,2017-04-15
Joel Fagliano,,13175,2017-04-16
Joel Fagliano,,13176,2017-04-17
Joel Fagliano,,13177,2017-04-18
Joel Fagliano,,13178,2017-04-19
Joel Fagliano,,13180,2017-04-20
Joel Fagliano,,13181,2017-04-21
Joel Fagliano,,13182,2017-04-22
Joel Fagliano,,13191,2017-04-23
Joel Fagliano,,13192,2017-04-24
Joel Fagliano,,13193,2017-04-25
Joel Fagliano,,13195,2017-04-26
Joel Fagliano,,13197,2017-04-27
Joel Fagliano,,13196,2017-04-28
Joel Fagliano,,13198,2017-04-29
Joel Fagliano,,13228,2017-04-30
Joel Fagliano,,13229,2017-05-01
Joel Fagliano,,13230,2017-05-02
Joel Fagliano,,13231,2017-05-03
Joel Fagliano,,13232,2017-05-04
Joel Fagliano,,13240,2017-05-05
Joel Fagliano,,13241,2017-05-06
Joel Fagliano,,13242,2017-05-07
Joel Fagliano,,13243,2017-05-08
Joel Fagliano,,13246,2017-05-09
Joel Fagliano,,13247,2017-05-10
Joel Fagliano,,13250,2017-05-11
Joel Fagliano,,13251,2017-05-12
Joel Fagliano,,13253,2017-05-13
Joel Fagliano,,13254,2017-05-14
Joel Fagliano,,13255,2017-05-15
Joel Fagliano,,13263,2017-05-16
Joel Fagliano,,13264,2017-05-17
Joel Fagliano,,13297,2017-05-18
Joel Fagliano,,13298,2017-05-19
Joel Fagliano,,13306,2017-05-20
Joel Fagliano,,13308,2017-05-21
Joel Fagliano,,13307,2017-05-22
Joel Fagliano,,13329,2017-05-23
Joel Fagliano,,13330,2017-05-24
Joel Fagliano,,13332,2017-05-25
Joel Fagliano,,13333,2017-05-26
Joel Fagliano,,13334,2017-05-27
Joel Fagliano,,13344,2017-05-28
Joel Fagliano,,13345,2017-05-29
Joel Fagliano,,13346,2017-05-30
Joel Fagliano,,13347,2017-05-31
Joel Fagliano,,13348,2017-06-01
Joel Fagliano,,13349,2017-06-02
Joel Fagliano,,13350,2017-06-03
Joel Fagliano,,13353,2017-06-04
Joel Fagliano,,13354,2017-06-05
Joel Fagliano,,13362,2017-06-06
Joel Fagliano,,13363,2017-06-07
Joel Fagliano,,13387,2017-06-08
Joel Fagliano,,13388,2017-06-09
Joel Fagliano,,13389,2017-06-10
Joel Fagliano,,13399,2017-06-11
Dani Brown (age 11),,13401,2017-06-12
Joel Fagliano,,13398,2017-06-13
Joel Fagliano,,13400,2017-06-14
Joel Fagliano,,13402,2017-06-15
Joel Fagliano,,13406,2017-06-16
Joel Fagliano,,13407,2017-06-17
Joel Fagliano,,13408,2017-06-18
Joel Fagliano,,13409,2017-06-19
Joel Fagliano,,13419,2017-06-20
Joel Fagliano,,13420,2017-06-21
Joel Fagliano,,13421,2017-06-22
Joel Fagliano,,13444,2017-06-23
Joel Fagliano,,13452,2017-06-24
Joel Fagliano,,13454,2017-06-25
Joel Fagliano,,13453,2017-06-26
Joel Fagliano,,13478,2017-06-27
Joel Fagliano,,13477,2017-06-28
Joel Fagliano,,13484,2017-06-29
Joel Fagliano,,13492,2017-06-30
Joel Fagliano,,13495,2017-07-01
Joel Fagliano,,13497,2017-07-02
Joel Fagliano,,13496,2017-07-03
Joel Fagliano,,13494,2017-07-04
Joel Fagliano,,13493,2017-07-05
Joel Fagliano,,13499,2017-07-06
Joel Fagliano,,13498,2017-07-07
Joel Fagliano,,13500,2017-07-08
Joel Fagliano,,13522,2017-07-09
Joel Fagliano,,13523,2017-07-10
Joel Fagliano,,13524,2017-07-11
Joel Fagliano,,13577,2017-07-12
Joel Fagliano,,13580,2017-07-13
Joel Fagliano,,13581,2017-07-14
Joel Fagliano,,13582,2017-07-15
Joel Fagliano,,13583,2017-07-16
Joel Fagliano,,13591,2017-07-17
Joel Fagliano,,13594,2017-07-18
Joel Fagliano,,13595,2017-07-19
Joel Fagliano,,13616,2017-07-20
Joel Fagliano,,13617,2017-07-21
Joel Fagliano,,13619,2017-07-22
Joel Fagliano,,13620,2017-07-23
Joel Fagliano,,13630,2017-07-24
Joel Fagliano,,13632,2017-07-25
Joel Fagliano,,13653,2017-07-26
Joel Fagliano,,13655,2017-07-27
Joel Fagliano,,13654,2017-07-28
Joel Fagliano,,13659,2017-07-29
Joel Fagliano,,13658,2017-07-30
Joel Fagliano,,13660,2017-07-31
Joel Fagliano,,13668,2017-08-01
Joel Fagliano,,13669,2017-08-02
Joel Fagliano,,13670,2017-08-03
Joel Fagliano,,13702,2017-08-04
Joel Fagliano,,13703,2017-08-05
Joel Fagliano,,13711,2017-08-06
Joel Fagliano,,13713,2017-08-07
Joel Fagliano,,13715,2017-08-08
Joel Fagliano,,13716,2017-08-09
Joel Fagliano,,13737,2017-08-10
Joel Fagliano,,13738,2017-08-11
Joel Fagliano,,13748,2017-08-12
Joel Fagliano,,13752,2017-08-13
Joel Fagliano,,13750,2017-08-14
Joel Fagliano,,13751,2017-08-15
Joel Fagliano,,13755,2017-08-16
Joel Fagliano,,13754,2017-08-17
Joel Fagliano,,13753,2017-08-18
Joel Fagliano,,13756,2017-08-19
Joel Fagliano,,13757,2017-08-20
Joel Fagliano,,13767,2017-08-21
Joel Fagliano,,13770,2017-08-22
Joel Fagliano,,13771,2017-08-23
Joel Fagliano,,13772,2017-08-24
Joel Fagliano,,13773,2017-08-25
Joel Fagliano,,13852,2017-08-26
Joel Fagliano,,13858,2017-08-27
Joel Fagliano,,13857,2017-08-28
Joel Fagliano,,13859,2017-08-29
Joel Fagliano,,13860,2017-08-30
Joel Fagliano,,13881,2017-08-31
Joel Fagliano,,13882,2017-09-01
Joel Fagliano,,13884,2017-09-02
Joel Fagliano,,13888,2017-09-03
Joel Fagliano,,13887,2017-09-04
Joel Fagliano,,13896,2017-09-05
Joel Fagliano,,13897,2017-09-06
Joel Fagliano,,13899,2017-09-07
Joel Fagliano,,13903,2017-09-08
Joel Fagliano,,13911,2017-09-09
Joel Fagliano,,13913,2017-09-10
Joel Fagliano,,13912,2017-09-11
Joel Fagliano,,13914,2017-09-12
Joel Fagliano,,13915,2017-09-13
Joel Fagliano,,13916,2017-09-14
Joel Fagliano,,13919,2017-09-15
Joel Fagliano,,13918,2017-09-16
Joel Fagliano,,13922,2017-09-17
Joel Fagliano,,13921,2017-09-18
Joel Fagliano,,13931,2017-09-19
Joel Fagliano,,13932,2017-09-20
Joel Fagliano,,13933,2017-09-21
Joel Fagliano,,13934,2017-09-22
Joel Fagliano,,13935,2017-09-23
Joel Fagliano,,13938,2017-09-24
Joel Fagliano,,13946,2017-09-25
Joel Fagliano,,13950,2017-09-26
Joel Fagliano,,13951,2017-09-27
Joel Fagliano,,13952,2017-09-28
Joel Fagliano,,13973,2017-09-29
Joel Fagliano,,14007,2017-09-30
Joel Fagliano,,14004,2017-10-01
Joel Fagliano,,14009,2017-10-02
Joel Fagliano,,14017,2017-10-03
Joel Fagliano,,14018,2017-10-04
Joel Fagliano,,14074,2017-10-05
Joel Fagliano,,14076,2017-10-06
Joel Fagliano,,14077,2017-10-07
Joel Fagliano,,14079,2017-10-08
Joel Fagliano,,14080,2017-10-09
Joel Fagliano,,14081,2017-10-10
Joel Fagliano,,14082,2017-10-11
Joel Fagliano,,14083,2017-10-12
Joel Fagliano,,14093,2017-10-13
Joel Fagliano,,14095,2017-10-14
Joel Fagliano,,14096,2017-10-15
Joel Fagliano,,14128,2017-10-16
Joel Fagliano,,14142,2017-10-17
Joel Fagliano,,14143,2017-10-18
Joel Fagliano,,14155,2017-10-19
Joel Fagliano,,14163,2017-10-20
Joel Fagliano,,14175,2017-10-21
Joel Fagliano,,14176,2017-10-22
Joel Fagliano,,14174,2017-10-23
Joel Fagliano,,14178,2017-10-24
Joel Fagliano,,14179,2017-10-25
Joel Fagliano,,14180,2017-10-26
Joel Fagliano,,14181,2017-10-27
Joel Fagliano,,14182,2017-10-28
Joel Fagliano,,14184,2017-10-29
Joel Fagliano,,14195,2017-10-30
Joel Fagliano,,14196,2017-10-31
Joel Fagliano,,14197,2017-11-01
Joel Fagliano,,14200,2017-11-02
Joel Fagliano,,14201,2017-11-03
Joel Fagliano,,14202,2017-11-04
Joel Fagliano,,14203,2017-11-05
Joel Fagliano,,14240,2017-11-06
Joel Fagliano,,14249,2017-11-07
Joel Fagliano,,14250,2017-11-08
Joel Fagliano,,14251,2017-11-09
Joel Fagliano,,14252,2017-11-10
Joel Fagliano,,14255,2017-11-11
Joel Fagliano,,14253,2017-11-12
Joel Fagliano,,14199,2017-11-13
Joel Fagliano,,14254,2017-11-14
Joel Fagliano,,14286,2017-11-15
Joel Fagliano,,14298,2017-11-16
Joel Fagliano,,14297,2017-11-17
Joel Fagliano,,14299,2017-11-18
Joel Fagliano,,14300,2017-11-19
Joel Fagliano,,14301,2017-11-20
Joel Fagliano,,14302,2017-11-21
Joel Fagliano,,14303,2017-11-22
Joel Fagliano,,14320,2017-11-23
Joel Fagliano,,14321,2017-11-24
Joel Fagliano,,14331,2017-11-25
Joel Fagliano,,14332,2017-11-26
Joel Fagliano,,14330,2017-11-27
Joel Fagliano,,14333,2017-11-28
Joel Fagliano,,14329,2017-11-29
Joel Fagliano,,14344,2017-11-30
Joel Fagliano,,14346,2017-12-01
Joel Fagliano,,14345,2017-12-02
Joel Fagliano,,14369,2017-12-03
Joel Fagliano,,14368,2017-12-04
Joel Fagliano,,14370,2017-12-05
Joel Fagliano,,14386,2017-12-06
Joel Fagliano,,14390,2017-12-07
Joel Fagliano,,14388,2017-12-08
Joel Fagliano,,14408,2017-12-09
Joel Fagliano,,14407,2017-12-10
Joel Fagliano,,14411,2017-12-11
Joel Fagliano,,14409,2017-12-12
Joel Fagliano,,14410,2017-12-13
Joel Fagliano,,14413,2017-12-14
Joel Fagliano,,14412,2017-12-15
Joel Fagliano,,14415,2017-12-16
Joel Fagliano,,14414,2017-12-17
Joel Fagliano,,14417,2017-12-18
Joel Fagliano,,14419,2017-12-19
Joel Fagliano,,14418,2017-12-20
Joel Fagliano,,14455,2017-12-21
Joel Fagliano,,14458,2017-12-22
Joel Fagliano,,14459,2017-12-23
Joel Fagliano,,14470,2017-12-24
Joel Fagliano,,14473,2017-12-25
Joel Fagliano,,14474,2017-12-26
Joel Fagliano,,14477,2017-12-27
Joel Fagliano,,14476,2017-12-28
Joel Fagliano,,14478,2017-12-29
Joel Fagliano,,14480,2017-12-30
Joel Fagliano,,14483,2017-12-31
Joel Fagliano,,14513,2018-01-01
Joel Fagliano,,14514,2018-01-02
Joel Fagliano,,14515,2018-01-03
Joel Fagliano,,14537,2018-01-04
Joel Fagliano,,14536,2018-01-05
Joel Fagliano,,14538,2018-01-06
Joel Fagliano,,14539,2018-01-07
Joel Fagliano,,14540,2018-01-08
Joel Fagliano,,14567,2018-01-09
Joel Fagliano,,14565,2018-01-10
Joel Fagliano,,14566,2018-01-11
Joel Fagliano,,14577,2018-01-12
Joel Fagliano,,14578,2018-01-13
Joel Fagliano,,14580,2018-01-14
Joel Fagliano,,14581,2018-01-15
Joel Fagliano,,14582,2018-01-16
Joel Fagliano,,14583,2018-01-17
Joel Fagliano,,14585,2018-01-18
Joel Fagliano,,14584,2018-01-19
Joel Fagliano,,14609,2018-01-20
Joel Fagliano,,14607,2018-01-21
Joel Fagliano,,14604,2018-01-22
Joel Fagliano,,14605,2018-01-23
Joel Fagliano,,14611,2018-01-24
Joel Fagliano,,14610,2018-01-25
Joel Fagliano,,14612,2018-01-26
Joel Fagliano,,14613,2018-01-27
Joel Fagliano,,14615,2018-01-28
Joel Fagliano,,14614,2018-01-29
Joel Fagliano,,14656,2018-01-30
Joel Fagliano,,14657,2018-01-31
Joel Fagliano,,14658,2018-02-01
Joel Fagliano,,14659,2018-02-02
Joel Fagliano,,14660,2018-02-03
Joel Fagliano,,14661,2018-02-04
Joel Fagliano,,14684,2018-02-05
Joel Fagliano,,14685,2018-02-06
Joel Fagliano,,14687,2018-02-07
Joel Fagliano,,14688,2018-02-08
Joel Fagliano,,14700,2018-02-09
Joel Fagliano,,14710,2018-02-10
Joel Fagliano,,14711,2018-02-11
Joel Fagliano,,14717,2018-02-12
Joel Fagliano,,14718,2018-02-13
Joel Fagliano,,14719,2018-02-14
Joel Fagliano,,14721,2018-02-15
Joel Fagliano,,14720,2018-02-16
Joel Fagliano,,14722,2018-02-17
Joel Fagliano,,14732,2018-02-18
Joel Fagliano,,14733,2018-02-19
Joel Fagliano,,14738,2018-02-20
Joel Fagliano,,14739,2018-02-21
Joel Fagliano,,14740,2018-02-22
Joel Fagliano,,14743,2018-02-23
Joel Fagliano,,14744,2018-02-24
Joel Fagliano,,14745,2018-02-25
Joel Fagliano,,14756,2018-02-26
Joel Fagliano,,14787,2018-02-27
Joel Fagliano,,14789,2018-02-28
Joel Fagliano,,14790,2018-03-01
Joel Fagliano,,14791,2018-03-02
Joel Fagliano,,14805,2018-03-03
Joel Fagliano,,14792,2018-03-04
Joel Fagliano,,14793,2018-03-05
Joel Fagliano,,14806,2018-03-06
Joel Fagliano,,14808,2018-03-07
Joel Fagliano,,14807,2018-03-08
Joel Fagliano,,14809,2018-03-09
Joel Fagliano,,14821,2018-03-10
Joel Fagliano,,14822,2018-03-11
Joel Fagliano,,14823,2018-03-12
Joel Fagliano,,14825,2018-03-13
Joel Fagliano,,14826,2018-03-14
Joel Fagliano,,14827,2018-03-15
Joel Fagliano,,14829,2018-03-16
Joel Fagliano,,14864,2018-03-17
Joel Fagliano,,14889,2018-03-18
Joel Fagliano,,14891,2018-03-19
Joel Fagliano,,14890,2018-03-20
Joel Fagliano,,14892,2018-03-21
Joel Fagliano,,14896,2018-03-22
Joel Fagliano,,14897,2018-03-23
Joel Fagliano,,14898,2018-03-24
Joel Fagliano,,14902,2018-03-25
Joel Fagliano,,14913,2018-03-26
Joel Fagliano,,14914,2018-03-27
Joel Fagliano,,14912,2018-03-28
Joel Fagliano,,14946,2018-03-29
Joel Fagliano,,14947,2018-03-30
Joel Fagliano,,14948,2018-03-31
Joel Fagliano,,14958,2018-04-01
Joel Fagliano,,14959,2018-04-02
Joel Fagliano,,14960,2018-04-03
Joel Fagliano,,14961,2018-04-04
Joel Fagliano,,14962,2018-04-05
Joel Fagliano,,14964,2018-04-06
Joel Fagliano,,14963,2018-04-07
Joel Fagliano,,14976,2018-04-08
Joel Fagliano,,14975,2018-04-09
Joel Fagliano,,14980,2018-04-10
Joel Fagliano,,14983,2018-04-11
Joel Fagliano,,14982,2018-04-12
Joel Fagliano,,14985,2018-04-13
Joel Fagliano,,14986,2018-04-14
Joel Fagliano,,14987,2018-04-15
Joel Fagliano,,14989,2018-04-16
Joel Fagliano,,14988,2018-04-17
Joel Fagliano,,14999,2018-04-18
Joel Fagliano,,15000,2018-04-19
Joel Fagliano,,15021,2018-04-20
Joel Fagliano,,15030,2018-04-21
Joel Fagliano,,15029,2018-04-22
Joel Fagliano,,15046,2018-04-23
Joel Fagliano,,15045,2018-04-24
Joel Fagliano,,15048,2018-04-25
Joel Fagliano,,15047,2018-04-26
Joel Fagliano,,15071,2018-04-27
Joel Fagliano,,15085,2018-04-28
Joel Fagliano,,15084,2018-04-29
Joel Fagliano,,15091,2018-04-30
Joel Fagliano,,15090,2018-05-01
Joel Fagliano,,15089,2018-05-02
Joel Fagliano,,15092,2018-05-03
Joel Fagliano,,15093,2018-05-04
Joel Fagliano,,15094,2018-05-05
Joel Fagliano,,15095,2018-05-06
Joel Fagliano,,15110,2018-05-07
Joel Fagliano,,15112,2018-05-08
Joel Fagliano,,15113,2018-05-09
Joel Fagliano,,15114,2018-05-10
Joel Fagliano,,15129,2018-05-11
Joel Fagliano,,15127,2018-05-12
Joel Fagliano,,15128,2018-05-13
Joel Fagliano,,15130,2018-05-14
Joel Fagliano,,15126,2018-05-15
Joel Fagliano,,15184,2018-05-16
Joel Fagliano,,15183,2018-05-17
Joel Fagliano,,15199,2018-05-18
Joel Fagliano,,15201,2018-05-19
Joel Fagliano,,15211,2018-05-20
Joel Fagliano,,15213,2018-05-21
Joel Fagliano,,15214,2018-05-22
Joel Fagliano,,15217,2018-05-23
Joel Fagliano,,15216,2018-05-24
Joel Fagliano,,15215,2018-05-25
Joel Fagliano,,15218,2018-05-26
Joel Fagliano,,15219,2018-05-27
Joel Fagliano,,15220,2018-05-28
Joel Fagliano,,15230,2018-05-29
Joel Fagliano,,15232,2018-05-30
Joel Fagliano,,15233,2018-05-31
Joel Fagliano,,15251,2018-06-01
Joel Fagliano,,15252,2018-06-02
Joel Fagliano,,15275,2018-06-03
Joel Fagliano,,15276,2018-06-04
Joel Fagliano,,15277,2018-06-05
Joel Fagliano,,15279,2018-06-06
Joel Fagliano,,15282,2018-06-07
Joel Fagliano,,15281,2018-06-08
Joel Fagliano,,15280,2018-06-09
Joel Fagliano,,15283,2018-06-10
Joel Fagliano,,15284,2018-06-11
Joel Fagliano,,15295,2018-06-12
Joel Fagliano,,15296,2018-06-13
Joel Fagliano,,15297,2018-06-14
Joel Fagliano,,15298,2018-06-15
Joel Fagliano,,15299,2018-06-16
Joel Fagliano,,15300,2018-06-17
